,Latitude,Longitude,Altitude
0,32.16670230776337,34.80470319700694,1586.8688293136656
1,32.16450443199268,34.81608999303591,-2827.822928982787
2,32.16497645633891,34.80844279063833,2566.1637699194252
3,32.16415294241704,34.81699779912144,-2636.3182520614937
4,32.168802465839256,34.81382971182567,78.31220992840827
5,32.16884167106451,34.81375072324593,23.98839297890663
6,32.16902074899141,34.80579285340289,-2327.8141754465178
7,32.168900522090034,34.81375882171956,47.52594459336251
8,32.16890641746765,34.81372312258016,56.46068826876581
9,32.16880510687168,34.81367487436201,57.137997936457396
10,32.168833430846,34.81372414847669,45.942605529911816
11,32.16410758343551,34.82089122908508,-1463.8571551116183
12,32.16412652555797,34.81692460947813,-2627.4165337868035
13,32.164071422683804,34.820919910887284,-1457.1269517540932
14,32.16413431917071,34.820843263297576,-1480.129334940575
15,32.16878095022975,34.81375853653309,58.735687552951276
16,32.168837563947974,34.813686816955986,53.767524126917124
17,32.16887971537989,34.813656452671175,59.06525663193315
18,32.16891192101312,34.813513625835675,71.28922503441572
19,32.16881911008105,34.813543960068046,45.451690019108355
20,32.16881099950507,34.81340233268854,58.98220757488161
21,32.16884612187731,34.81338630481499,51.77111115772277
22,32.168814294015874,34.81331679614788,34.195555767044425
23,32.1714674529863,34.82584380803704,-2258.0341872479767
24,32.17145232424056,34.82575249015901,-2258.7444104049355
25,32.16883162531243,34.81296795003808,53.65481892134994
26,32.168838544392536,34.81284413916572,51.542889271862805
27,32.16884664722836,34.81277081205891,52.69410404749215
28,32.16882199999367,34.81269855174265,47.1873617535457
29,32.16888745575806,34.812573866360246,47.5900544365868
30,32.16880834293769,34.81256227853041,40.27103736996651
31,32.16436980806002,34.82022345182763,-1292.3073640409857
32,32.16889493730825,34.81240352373053,45.56594708375633
33,32.16409799322729,34.819456948032666,-1458.8988466970623
34,32.16409008752691,34.81935298138365,-1463.5180109357461
35,32.16883454194642,34.812284245284346,43.57991912961006
36,32.16893855666844,34.812242781112495,45.570012640208006
37,32.17544601594151,34.81888406247337,-993.7915638899431
38,32.16792344580227,34.82309315383764,-2062.160914300941
39,32.16884098090007,34.81206313554333,51.62073571328074
40,32.16880935784882,34.81197074159705,45.60915389470756
41,32.1687965862159,34.81194652901469,48.48582611605525
42,32.168709358974326,34.81177773597837,35.01277146115899
43,32.168806251545895,34.81175282567807,36.61255029402673
44,32.16874982810339,34.81164099331954,37.062370338477194
45,32.16401991994924,34.81859079213525,-1469.3156230254099
46,32.168756996063244,34.811395135674786,55.734736745245755
47,32.16873856370709,34.81125665045508,45.49032115843147
48,32.16879938022974,34.81112991898978,54.69242999982089
49,32.16878975013821,34.811076396725696,41.579533943906426
50,32.16881807079624,34.81092759224405,49.20249735750258
51,32.168788042990336,34.810933637224714,55.1864957716316
52,32.16877215538791,34.81094556363371,49.573956162668765
53,32.16885470193359,34.810865816791065,52.419398823753
54,32.16871459442727,34.81085272379307,30.56395350396633
55,32.16869666127442,34.81078383115757,66.53745084442198
56,32.168743220600945,34.8107711727958,58.03757344186306
57,32.16870477098534,34.8107771906749,69.47144679818302
58,32.16861088790222,34.810760895608944,60.647935886867344
59,32.16847235259086,34.810830463631056,56.165172489359975
60,32.168460830739285,34.8106797386984,46.93966807797551
61,32.16837380543518,34.810717458763555,50.48135989904404
62,32.16834972641786,34.81063415546505,73.44735035579652
63,32.168352799330265,34.81052520545419,65.9498639088124
64,32.16818793612458,34.81057009156974,62.32389875035733
65,32.168021390073726,34.81059028819137,23.60818553995341
66,32.16793992154186,34.81045501809551,44.74150186777115
67,32.167886399065864,34.81041509994932,53.70879090577364
68,32.16786234152288,34.81035061702197,59.08344289008528
69,32.16781910741842,34.8103757641806,34.83530681114644
70,32.167825996239166,34.81029632964498,47.70468224398792
71,32.16785859029639,34.810213382632504,30.525093640200794
72,32.16791033464598,34.8101033315751,54.36618359386921
73,32.1679344236097,34.810083042923466,46.68556780461222
74,32.16798111809578,34.809890417019,70.4313967237249
75,32.16788279423427,34.81003865451383,37.97840492147952
76,32.16794380257347,34.8099241396293,45.14542935229838
77,32.16795251142136,34.80981505096239,50.50962772965431
78,32.16792727475792,34.80984617900395,28.654780730605125
79,32.163203961593766,34.81683544629374,-1466.7369784153998
80,32.1632235539189,34.816818175587635,-1466.8595355786383
81,32.16796205281762,34.809617953421906,50.829370161518455
82,32.167929763682864,34.80955657312482,52.31749401520938
83,32.16786936148545,34.80944993846831,61.78704976569861
84,32.16807250824231,34.80944894063088,30.52588869445026
85,32.167957087851036,34.80931679256777,56.674925837665796
86,32.16787576015223,34.80916287250727,62.773981627076864
87,32.16800472659863,34.80924903245888,34.51691744476557
88,32.16804970679009,34.80918876676681,40.689802897162735
89,32.16806350462865,34.809113956687675,43.8302560094744
90,32.168094713138146,34.809032608548094,47.876251759938896
91,32.168120611287215,34.808910733307904,51.45463691651821
92,32.16811458283762,34.808882659129495,51.34148012381047
93,32.168105139208976,34.8088117013872,53.06922611780465
94,32.168124886573125,34.80886526258333,36.75766834523529
95,32.16815527647164,34.808689118189186,62.08363164309412
96,32.16807720599321,34.80859026537452,66.79899395443499
97,32.16818855030205,34.80863904186018,71.8582920730114
98,32.16827510247366,34.808727245551744,82.64414487592876
99,32.168282439317956,34.808724066439744,47.11112496815622
100,32.16370664632632,34.812020122071615,-2593.9613587716594
101,32.1682998255421,34.80879578217042,63.47859462257475
102,32.16840560152148,34.808733806272386,57.84702002629638
103,32.16844691608837,34.80878237110058,47.52323157899082
104,32.16855426530401,34.80879680942624,39.064810771495104
105,32.16407593878296,34.812165393109005,-2590.754213168286
106,32.168780177282265,34.80885138371216,36.422806912101805
107,32.168831273595906,34.80885726802624,31.303930073045194
108,32.16882769341487,34.808927152677064,37.45320500060916
109,32.16936183424565,34.8007599154289,-2405.3474044017494
110,32.16899891569605,34.808987807952136,46.930014848709106
111,32.16448644352008,34.812394422758196,-2582.7715069800615
112,32.169085269870365,34.80904586698739,10.502638992853463
113,32.16440017246176,34.81628659767388,-1438.8361546816304
114,32.16440909710577,34.816265415307946,-1451.0330931060016
115,32.169147656316845,34.80925632082459,51.85100742522627
116,32.16924036082385,34.80930796807326,73.52163075376302
117,32.16958432725697,34.80126911001998,-2398.4580712514
118,32.169098848099004,34.80950203166621,39.94539850857109
119,32.16908807376456,34.809587518243596,27.81568040139973
120,32.16948582927573,34.801550531314895,-2413.922220589593
121,32.169053724012606,34.80981942309808,44.57695532217622
122,32.16902417596396,34.809940520617815,44.71935802139342
123,32.16899404293903,34.80999516968919,27.787851200439036
124,32.16941461315375,34.80199855325061,-2421.2406124034896
125,32.169339428102425,34.80210986139932,-2419.657991868444
126,32.16888416827232,34.810378992970485,52.32616984844208
127,32.168911267516,34.81039007798918,37.93872152362019
128,32.16888208991678,34.81055005733412,34.27051349636167
129,32.16885767324432,34.8106917405744,79.90471139922738
130,32.16884387355858,34.81078478036611,85.43266407493502
131,32.16875497522188,34.81081195356783,52.37450186070055
132,32.1687709350753,34.81074174153486,38.581960149109364
133,32.16877941723966,34.81085787453441,51.48306735418737
134,32.168747980340996,34.81083389001513,58.42937999777496
135,32.16875900766316,34.81085276319111,53.00435273349285
136,32.16881402364723,34.810958627968205,28.74817002285272
137,32.17237374058797,34.80078578484461,-2686.192488398403
138,32.168707797438245,34.81107872630375,41.576471803709865
139,32.16878534643543,34.81118053756719,26.63238481618464
140,32.16881245294898,34.81118136626225,5.610189179889858
141,32.16882452241203,34.81139372335705,21.553768067620695
142,32.168783403964234,34.81151889302574,45.689352662302554
143,32.168749839428976,34.811576529743874,43.81172078195959
144,32.16877923441139,34.811747233569704,49.6345061827451
145,32.16877897165366,34.811768847711086,27.7814929978922
146,32.16930988058605,34.80374271862833,-2434.502136453986
147,32.16882550462854,34.812159717570815,72.54753552004695
148,32.16409869750499,34.819270158414085,-1403.4756038561463
149,32.16414523723435,34.81931133662739,-1428.751476882957
150,32.16882767183344,34.812275402604314,52.032630037516356
151,32.16882958892417,34.812355707068,50.0869020530954
152,32.16887861535958,34.81238129697898,40.85842517018318
153,32.1688682457364,34.81249180781927,52.36632567178458
154,32.16884417240334,34.812570240616125,36.02113937586546
155,32.1724352430742,34.80254873199132,-2671.109120978974
156,32.16885107882053,34.812805854719336,46.33830101042986
157,32.16887884079724,34.81282375645321,38.496636528521776
158,32.168845053982906,34.812961024054104,46.348336873576045
159,32.168865106979034,34.81297612436844,22.324669532477856
160,32.169351154810315,34.80494001275,-2450.062276878394
161,32.16882774552904,34.81321471455734,38.86032376438379
162,32.1688031056366,34.813252018702435,60.23921304009855
163,32.16884807611646,34.8133839833073,35.034611941315234
164,32.1723923710943,34.8032386718305,-2663.3067528940737
165,32.17244194932348,34.80333552134483,-2661.421546181664
166,32.168864583811676,34.81355886309161,47.79540590941906
167,32.1688126571337,34.813626267867704,47.325601207092404
168,32.16938476351303,34.80539521213882,-2446.8350962568074
169,32.168880309769456,34.81355434261713,53.123926762491465
170,32.1645656832922,34.80874113074621,2405.108448348008
171,32.16880128538842,34.81352893209975,66.83507348969579
172,32.16383451250045,34.80228842978451,-594.5569915315136
173,32.16364304313407,34.8094000611651,1876.8093579327688
174,32.16888860926973,34.81352959024142,48.652879662811756
