sv,GPS time,Sat.X,Sat.Y,Sat.Z,Psuedo-range,CN0,Pos.X,Pos.Y,Pos.Z,Lat,Lon,Alt
G02,2024-04-13 16:51:36.417342+00:00,14573206.71411265,-5239567.640830624,22040175.96184369,22812058.27763995,43.0,4436876.524074269,3085278.6874412317,3376310.701653489,32.16879873393719,34.813661167085186,38.13736777752638
G03,2024-04-13 16:51:36.417342+00:00,23187580.558564216,-12122987.55877562,4011162.691971074,24151306.26768114,42.0,4436876.524074269,3085278.6874412317,3376310.701653489,32.16879873393719,34.813661167085186,38.13736777752638
G08,2024-04-13 16:51:36.417342+00:00,24906736.30404856,4694270.572758321,8528081.895445965,21169467.93797826,47.8,4436876.524074269,3085278.6874412317,3376310.701653489,32.16879873393719,34.813661167085186,38.13736777752638
G10,2024-04-13 16:51:36.417342+00:00,-1329165.0720265834,17148086.34156501,20352420.163985148,22785964.099709965,39.0,4436876.524074269,3085278.6874412317,3376310.701653489,32.16879873393719,34.813661167085186,38.13736777752638
G21,2024-04-13 16:51:36.417342+00:00,15699708.62024543,1536361.2559223124,21913664.426341187,21745944.913827673,44.3,4436876.524074269,3085278.6874412317,3376310.701653489,32.16879873393719,34.813661167085186,38.13736777752638
G27,2024-04-13 16:51:36.417342+00:00,23150795.054256134,13293206.073791374,-2593025.9886180917,22137021.599012583,45.2,4436876.524074269,3085278.6874412317,3376310.701653489,32.16879873393719,34.813661167085186,38.13736777752638
G28,2024-04-13 16:51:36.417342+00:00,5200268.047928143,25758890.151180234,-3885488.7660888904,23820393.16069658,35.5,4436876.524074269,3085278.6874412317,3376310.701653489,32.16879873393719,34.813661167085186,38.13736777752638
G32,2024-04-13 16:51:36.417342+00:00,8094502.459394407,17964729.605067823,18113974.760810208,21259751.562319674,45.6,4436876.524074269,3085278.6874412317,3376310.701653489,32.16879873393719,34.813661167085186,38.13736777752638
